Username,Total reviews,Location,Date,Review,Rating
Russell Farnham,1review,US,2023-05-26T00:16:09.000Z,"Recently placed an order for grocery…Recently placed an order for grocery delivery. They canceled the order for no apparent reason and then I contacted chat support to find out why. He we rude and then abruptly ended the chat. Next thing you know my account was deactivated. Is this how you treat customers? I have contacted the BBB. I hope Walmart keeps losing money. Oh and I’m getting really tired of being scammed and price deception. It’s on shelf are ringing up more at the register. This isn’t a one off. Hope they get suedDate of experience:May 24, 2023",1
Dorothy Whitfield,1review,PK,2023-05-25T23:58:39.000Z,"Went there today as usual you can never…Went there today as usual you can never find help it’s like a country club everybody’s hanging around talking and chitchatting but you can’t get them when you need them and then they have them in the departments that they know nothing about went to the floral garden center for five people‘s working in there if not more sitting around just talking and I don’t know anything about plants can you tell you what they got. Can’t tell you what they don’t have one put peoples in a department they don’t know nothing about put peoples in there that know something. About the department that they are working in. And they sitting around in groups, talking stuff that little kids should not, hear and using foul language my goodness it’s sad you pay for what you get I go there because is one stop shopping and close to my home but I’m thinking about in the future going the distance to get better serviceDate of experience:May 25, 2023",2
Inspector Rana,7reviews,CA,2023-05-25T19:22:01.000Z,"Shout out to AreejSo, I ordered grocery through the Walmart express delivery and despite paying 10 extra bucks for the express, the delivery was still late and the store won't answer me. I decided to take the call support option but I guess it was not for me being an elderly person having hearing issues. So, I went for the Chat support..The employee was super nice and kind. He was polite and cooperative enough to contact the store and get my groceries delivered within the next hour and also offered me a promotional code. Loved the experience with Areej. Kudos to her!Date of experience:January 10, 2023",5
Brian Rainey,1review,US,2023-05-25T17:36:12.000Z,"Wish it had negative starsWish it had negative stars - order never showed up, seller never responded, walmart closed chat windows.Never againDate of experience:May 25, 2023",1
Todd,37K reviews,US,2023-05-25T08:34:35.000Z,"I used the 30 day free trial and…didn't make it a dayI used the 30 day free trial and canceled it within 16 hours. First and only delivery took over 4 hours and when it arrived it was missing a medical supply I needed. Driver said it was out of stock. Now it 8 o'clock at night and all pharmacies are closed. I called customer service and ask why in 4 hours why nobody contacted me to tell me this so I could have got my medical supplies somewhere else for that evening. Could not give me a answer so they gave me 30 more days free walmart+ and 15 doller promo code. So I needed some cooking stuff bit boss pellets and some accessories for my smoker (pitboss) and put in promo code and could not accept because it was not a walmart item. WHAT!!!!! So I called again and customer service tells me pretty much I have to contact my supervisor and have them email you to get you a 15 doller gift card instead. Now 1 day shipping has ended for that next morning and I will have to pay a 6.99 fee because my order was 26.00 dollers.ugggĝĝĝ didn't make it a dayDate of experience:May 24, 2023",1
Valerie Fields,3.6K reviews,CA,2023-05-25T02:22:42.000Z,"Walmart used to be my favorite store…Walmart used to be my favorite store but now it’s not. They don’t answer their complaints and they have poor customer service. I am going to pick another favorite store which I will not say but I have already started doing a lot of my business with them. I am going to pay off my Walmart card and close it.  It’s sad but I’m not going to continue dealing with such poor service.Date of experience:February 06, 2023",1
Bella Baba Perogies,14K reviews,US,2023-05-24T23:18:27.000Z,"Worst Service EVERWorst customer service I've ever experienced. I purchased an item online it arrived damaged. I came into the store with the damaged part but not before I phoned first. Upon my phone call I was told to bring the damage item in. I brought the damage item in then I was told that I needed to bring all the other pieces. I brought all the other pieces and now they are telling me that they have to do a refund and then I have to repay for the item. This is ridiculous. Their customer service satisfaction is complete garbage. I am referring to the store in Garden city McPhillips Street location in Winnipeg manitoba. They are not price matching items. They're stock inventory is horrible. Their produce sucks. And they can't seem to get a manager to help a customer.The purchase is regarding a six-piece mainstays carlington dining set for outdoor use with an umbrella. It was advertised for $158. I have now been waiting in the store for almost an hour and I have yet to been talked to by a manager.Date of experience:May 23, 2023",1
D K,1review,US,2023-05-24T17:46:36.000Z,"Charged for no membershipI have spent a year trying to get back my money for a membership I never signed up for.  They have no record of my email or phone number. They had no record of my spouse's email or phone number. Both email and phone number are required to set up an account/ membership. I began my quest for cancellation of this membership in February  2022. In JuneThey could find months of charges at 12.95 per month using all 16 digits of my card that was being used but could not refund to card. They could not find a membership ID number/account number connected to the charges.This was the only unusual unknown charge to my card in 12 months. My first month my bank refunded me but after that they would not refund without Walmart sending them the refund. I was hoping to avoid canceling the card as it was used to make automated payments on all my monthly bills. I contacted them multiple times with a promise of call backs or emails and the refund would no problem. The contact never came and neither refund. I finally had no choice but cancel the card and reestablish all auto payments.  I escalated to the president's office and a member of his escalation team informed me I would not be refunded or compensated though they could not find an account connected to my card.I avoid Walmart like the plague with the exception of the pharmacy and block all their ads and emails at this point.This app would not allow me to go back to February 2022 when this shenanigans began.Date of experience:May 24, 2022",1
Jade Greene,7reviews,CA,2023-05-24T16:56:14.000Z,"Walmart always pulls throughWalmart always pulls through and when I can’t find what I need I ask the employees and they always have smiles on their faces.Date of experience:May 23, 2023",5
Mojisola,3reviews,US,2023-05-24T11:43:14.000Z,"I ordered a freezer from walmart and it…I ordered a freezer from walmart and it came dented. Most of the products reviews also said they received the same product dented. It’s disappointing that a lot of people would have the same complain about a product and walmart keeps shipping it out, like that. Its very inconvenient to have to return it and im likely to be ‘forced’ to accept this product like it is.Date of experience:May 23, 2023",1
Bruce Jones,11reviews,CA,2023-05-24T04:06:39.000Z,"Order canceled because of a pricing error?!I ordered an item online that said order fulfilled by Walmart. About 2 hours later I got an email saying my order was canceled due to a pricing error.I called Walmart customer service and they were condensingDate of experience:May 23, 2023",1
Sabrina Lachance,10reviews,US,2023-05-23T20:32:30.000Z,"The never coming to the store again customers don’t get any free…The customers don’t get any free goodies when I went there everyone was mean to me there and I didn’t enjoy that and the food is too expensiveDate of experience:May 23, 2023",1
Jennifer Lujan,1review,PK,2023-05-23T07:17:51.000Z,"Price gougingI thought inflation was coming down the last couple weeks. I’ve gone to Walmart, and all their stuff went up a dollar..that isn’t bad enough when you go through the register and they’re checking you out they overcharge you so people look at your receipts when you leave. Walmart, I think your price gouging.!!!!Date of experience:May 22, 2023",1
Jones Ally,2reviews,US,2023-05-22T20:24:58.000Z,"Good companyDate of experience:May 22, 2023",5
Ann Bush,3reviews,US,2023-05-22T19:17:44.000Z,"I was shopping for unsweetened…I was shopping for unsweetened cranberry juice at the Walmart in Cicero NY.  I could not find any and then when I went to find Whole Wheat bagels I could not find them either. I find that some weeks I can get things and other weeks I cannot. I got frustrated and took it out on a stock person who I thought worked for the store. I asked him why can't we find things in the store that are on line. He became upset with me and told me he did not work for the store and he didn't need to hear this from me. I them became sarcastic and told him I know you don't need to hear anything. I am trying to shop for my brother who is diabetic and it is very frustrating not to be able to find things. I then walked away and talked to a woman who did work for the store and she told me she had no idea why I could not find things and walked away. I have been shopping in this store for years and many shelves are nearly empty since the pandemic and those that are stocked are sometimes a mess and you have to hunt to find things. (bagels shelf)  Also, no one seems to want to take any responsibility for anything that is wrong or hear anything from customers, even when we have a valid problem. I wish to apologize to the stocker. I can only hope things will improve as I cannot afford to shop anywhere else.Date of experience:May 22, 2023",3
Jeremy D,3reviews,US,2023-05-22T04:53:50.000Z,"Good store, good website tooWalmart has just about everything you need under one roof and the website is good too. Seems like it's a good company. I know it's a huge company, but I've mainly enjoyed my experiences shopping with Walmart, both online and in store.Date of experience:May 21, 2023",4
Antjuan “Tony” Romas,2reviews,US,2023-05-22T02:08:10.000Z,"Racism at WalmartOn May 14, 2023 I purchase a pair of Wrangler Cargo Pants at Walmart at 777 Story Road San Jose CA I asked to try them on and I was told that the fitting room was out of order so when I got home I tried the pants on and when I went to zip them up the zipper broke off in my hand so with my receipt in my hand and the receipt on my phone I took them back to the store I was told that I could not return them because it did not have the tags on the pants this was close to 3 hours after I had bought them. So I called customer service I was told to take them back and exchange them or get a refund which I did and they never took them back I was told the same thing you cannot return them. So I called customer service and took them back on Sunday May 21, 2023 the pants cost $32.97 with tax $36.06 total I was told that the pants was not returnable so I called customer service and they said talk to the manage. So I took them back and talk to an Asian lady who said she was the manager and she told me that I could not bring the pants back because she didn't believe that I bought them in the first place even though I had receipt in my hand and a receipt on my phone and the debit card in which the pants was purchased on this kind of hassle African Americans, Hispanics and Latinos get every time we shop Walmart and have to return something that doesn't fit or that is damaged they will not allow us to return it or exchange it. In my case all I wanted to do was exchange the pants for a pair that wasn't damaged I was told I had to leave the store before they called the police. This happens more often than not and it's a shame because Walmart is the closest clothing store and my neighborhood and to be treated like a criminal is not fair and if I was Chinese they would have given me the money back or they would have allowed me to exchange them.Date of experience:May 20, 2023",1
Deej,1review,US,2023-05-21T06:15:59.000Z,"Staff is Rating for Customers-Wrong!!!Management at the Two Notch Road, Columbia, SC location has the staff reaching over customers to rate their experiences a 5 star at the completion of a self check out. She swooped in before I could do the review myself. She told me her management has threatened to reprimand them if they don't put in high ratings before the customers end their transactions.This is being done so the store appears to be doing better than it is. Instead of fixing their issues they are falsifying their rating!!!Horrible!!!!Date of experience:May 20, 2023",1
Jesus Cabrera,2reviews,US,2023-05-20T23:27:25.000Z,"Internet sales fraud!!!Internet sales fraud!!!. I never received my order. and walmart did not want to help me. They made me waste my time and my money.!!Date of experience:May 20, 2023",1
Christopher Zing,2reviews,CA,2023-05-20T07:37:23.000Z,"Walmart unauthorized monthly charge, no helpCalled Walmart regarding unauthorized monthly charge for delivery membership.  It was supposedly started on 9/19/22.  I did not purchase from them at store or online in that time period.  It seems some Walmart employees signed me up for bonus for service.  Called Walmart.  First agent told me that I can only get money back from my bank.  Later cut me off line.  This is fraud.Date of experience:May 19, 2023",1
Zach Courrier,30reviews,US,2023-05-20T03:41:26.000Z,"Walmart on Damascus road, Bedford, NSI was at the Walmart on Damascus road in Bedford Nova Scotia and they had terrible customer service. The cashier on was super helpful and wonderful but she was the only cashier on. She was visibly struggling while her managers were laughing and conversing at the courtesy desk. It was very unprofessional. There were also many of them doing recovery and goofing around while this was happening instead of being called to the front to help. It was awful and very disappointing to see. I also overheard customers telling the cashier that they were going to ask a manger to put on another cashier because they weren't doing it themselves. Walmart needs to take a second look at who they are promoting and how the managers act during shifts because again that was very disappointing.Date of experience:May 19, 2023",1
Leo,2reviews,US,2023-05-20T02:59:22.000Z,"Good Quility ProductsDate of experience:April 06, 2023",4
John Caldwell,3reviews,US,2023-05-19T06:10:17.000Z,"Go to Amazon, at least they have English speakersthey are ignorant, send a text saying it arrived, it didn't, well no sh+t, they never even shipped it....I cancelled walfu+kinnondelivery+_Date of experience:May 14, 2023",1
Josh Solis,1review,US,2023-05-19T00:54:50.000Z,"Your customers service sucks and it…Your customers service sucks and it cost me money never shopping there again 🙃Date of experience:May 18, 2023",1
Think Spring,10reviews,US,2023-05-18T23:44:33.000Z,"Oberlin Auto Center Oberlin OhioOberlin Auto Center Oberlin OhioService manager Bill and his whole team are excellent,  great people to deal with always kind and putting extra effort to help me with what ever my automobile needs to keep me and my family safe!I always every time had a pleasant experience at Oberlin Ohio walmart auto center, Bill and his team are wonderful to deal with!I had referred everyone to get there automobile needs done at Oberlin Walmart Automotive, everyone else that has dealt with Bill and his team have agreed!Date of experience:May 18, 2023",5
Yvonne Boyette,6reviews,US,2023-05-18T12:33:44.000Z,"The most horrible experience everThe most horrible experience ever! WILL NEVER RECOMMEND! Tried to place an order for my daughter’s baby shower. 5 times I placed the same order, it processed and canceled! Spoke to various people both via chat and on the phone. They said it was fraud prevention system that was in place to protect my money. Well I can understand 1or 2 times, but not 5, especially with my PayPal account. Called PayPal and confirmed there was nothing wrong with my account too. Each time they gave their solemn word it wouldn’t happened again and told be to wait 4 to 5 hours and it would go through. Pure lies!! And all they can do is BS you on the phone about how they will escalate to a manager who never talks to you. And to top it off they can’t even place the order for you, you have to place it yourself 4 to 5 hours later! I gave them the benefit of the doubt 5 times, but I decided to close the app be done with Walmart.com and their BS and took my $200 order to TARGET!!!Date of experience:May 15, 2023",1
Shelton Germaine,2reviews,US,2023-05-18T12:12:31.000Z,"horrible search functionalityhorrible search functionalityworse customer serviceand Walmart plus isn't worth a dollar a month.  I have a promo for a year at about $7.00 a month.  I will keep it just for the Paramount streaming, because that would be about what I pay for that service, but I will not spend a dime more.Date of experience:May 18, 2023",2
Jack Youngkin,37K reviews,CA,2023-05-18T05:52:13.000Z,"Walmart said order was out for delivery…Walmart said order was out for delivery but it never showed up.  Walmart said they would ship a replacement order.  Called to check delivery status and Walmart said the replacement had not shipped.  Turns out the supplier has been removed from Walmart's supplier list. We had not been notified that Walmart or their supplier would not be shipping a replacement item. On Wednesday.5/17, Walmart said that we would have to call back on Saturday to cancel the order to receive a refund but didn't say why other than that is their process.  Walmart will not pay for the shipping for the replacement item. First and last order to Walmart.Date of experience:May 12, 2023",1
Michelle Ruber,3.6K reviews,US,2023-05-17T01:59:12.000Z,"1070 major Mackenzie drive east1070 major Mackenzie drive east, Richmond hillBy far the worst experience Iv ever had. Worker named Eva, would not leave us alone. She started by forcing us to put the groceries in a certain side then said you can leave the coke here, I’ll scan it. She got in our way and scared it, then told us, now do this. We had to decide between buying 2 things, she stood there saying, which one do you want, and not letting us decide.. after that, she stood their for the next 5 minutes while we were checking out. She stood there staring at us. We were discussing something and she said “ do you need help” and then got in our way. For the next 5 minutes, she kept interrupting us saying I’ll do it, I’ll do it. Like, isn’t a self checkout for us to do it ourselves. Then she got in our way again and stared pressjng  buttons for us. Worst worker ever, horrible costumer service, wish I could give This a 0Date of experience:May 16, 2023",1
TN,14K reviews,AU,2023-05-16T04:41:41.000Z,"Walmart+ in Chicago does not Deliver!Walmart in Chicago - 3 stores - you pay $100 / year for Walmart+ and they have dropped 3 deliveries in a row.  Items are delivered broken; Orders are incomplete; One order never showed up.  You sit and wait for hours; Walmart.Com Cust Service says ""they're just bad stores and we can't contact them. Try a different store!""  SO sad.Date of experience:May 07, 2023",1
Lily Jeisman,2reviews,US,2023-05-16T03:15:13.000Z,"ewww so uglyyyyyyyyyyyyyyyDate of experience:May 07, 2023",1
AL POE,4reviews,US,2023-05-16T02:35:23.000Z,"Southgate Mi Fool me onceSouthgate Mi Fool me once,  Fool me twice and deny a refund for price overcharged on three items,  not getting a third chance.  Walmart nationwide has been ripping customers off over 2 years since removing price scanners.  Now only option is they very own Walmart App to scan prices which you need to on all items,  and you still get overcharged.  Customer service manager on duty Patricia has so much to learn.  She broke the Michigan consumer protection act called a bounty and refused any refund at all,  her excuse that the app the created is not right.  Duh why do you have it, just to screw your customers millions of dollars each year.  So a official complaint going out to Michigan bounty law, won a suit a decade ago for 250 bucks from CVS. Now Walmart stay tuned FTC, Michigan Attorney General all getting your scam information 😒.Date of experience:May 15, 2023",1
Rhonda Glaze,1review,US,2023-05-16T01:45:51.000Z,"3 times they shipped me the Wrong Size…3 times they shipped me the Wrong Size black and beige mule slip ons.  Also, I have to go back and return the items which is a big inconvenience because I no longer drive. Also, I was worried about a porch pirate when I saw an email notification stating that my delivery arrived a ""5:47 a.m."" today 5/15/23.  I was also given a 3 number run-around the phone Sat. 5/13/23 to get a supervisor in the shipping depth.  Sorry.  I usually write good to great reviews for businesses.Your business is still good with me!Date of experience:May 15, 2023",2
xox xox,1review,US,2023-05-16T00:46:19.000Z,"DisrespectI ordered a bag of 6 lbs. of sugar Florida Crystals, chickpeas cans and Cento tomato paste. They said that the order should be delivered on Thursday evening. The package came on Saturday at noon. Fedex never comes in the evening. Not where I live. However, the sugar was sent separately, by a driver commissioner or employee, which didn't figure out how to enter the building. He never came back. They don't give a damn about customers. I won't buy nothing anymore from their store.Date of experience:May 09, 2023",1
Kat,3reviews,US,2023-05-16T00:25:06.000Z,"Don't make us download your app just to…Don't make us download your app just to do a store pickup! BooooDate of experience:May 15, 2023",2
Half Pint,6reviews,US,2023-05-15T20:04:20.000Z,"I bought a TV from Walmart back in…I bought a TV from Walmart back in October. When I got it home because it started messing up. I bought the warranty for the TV. I called the warranty place and they said my warranty was no good because they sold me a used tv! I bought the tv Oct 1 they said someone bought the same tv in Sep on the 17 and brought it back sep 20! Walmart is not supposed to sell  TV‘s that’s been brought back! I went through hell getting somebody to fix this problem! My understanding that store is under new management! I went back up there to replace the TV and they made me pay 98 extra dollars same size and everything! When I bought the TV, it was on special back in October!I don’t see how they charge me any extra money when it was their fault they sold me a used tv! They didn’t make nothing right just charged me more money! Since it was walmarts fault for selling me a used tv they should’ve probably did an even trade but they charged me more money. By this point they should of gave me the tv for free and my money back because this is so wrong! I feel some type away about this because it wasn’t my fault. It was Walmarts fault!Date of experience:May 02, 2023",1
Melanie Fletcher,1review,US,2023-05-15T01:06:27.000Z,"I’ve had nothing but perfect ordering…I’ve had nothing but perfect ordering experiences off this site if I buy from Walmart not those other sellers they let sign up. That’s why they deserve five stars they’re fast and very reliable for any order.Date of experience:February 05, 2023",5
Tanya Bunch,2reviews,US,2023-05-14T23:58:53.000Z,"Getting scammed on Walmart.com without support from Customer SupportMy order (a large furniture item) wasn't delivered.But I was notified by email that it was.After my inquiry, Walmart customer service tried to contact the seller (the third party) on my behalf, but the seller didn't respond. Even more, a seller removed an item listing from Walmart.com.I contacted a shipping provider FedEx to get an information regarding a failed delivery. They informed me, that the tracking number, which I gave them, doesn't have my address as a recipient.But, according to Walmart.com, I was a recipient of a shipped item.I had to go through humiliation of dealing with Walmart customer service, who didn't want to believe (or accept the fact) that I WAS SCAMMED on their website.   First, they didn't want to give me a refund because they could see a FedEx delivery conformation with the signature.It wasn't a problem for a customer service representative, that a delivered item weighed 8 lbs, not 140 lbs, as my ordered cabinet should be. And it was delivered not to an address, provided in my order. And it also wasn't suspicious that the seller has disappeared from Walmart.com and removed an item listing.I have finally did get my refund, after a long nerve-wracking argument with a customer service representative.I will never buy anything through this website again.Date of experience:May 10, 2023",1
SUEJANE MCCLUNG,1review,US,2023-05-14T14:56:16.000Z,"Walmart+ cancel customer orders on…Walmart+ cancel customer orders on their accounts and then hold people's money on their credit/debit cards for up to 10 days. Their ""system"" is losing sales and future customers. Do not shop with Walmart - they are not fit to be a retailer and must be avoided at all cost.Date of experience:May 14, 2023",1
Roby Craven,20reviews,US,2023-05-13T19:29:35.000Z,"Walmart, Stop Playing With Peoples MoneyWhile Walmart curbside pick was a blessing, I guess to those intimidated by Covid 19 as an alternative to in store shopping and believing a hands-free approach was a hoax, as well as covid. Walmart put unnecessary holds on the online experience sometimes staying there for days if not weeks above and beyond the total amount ordered they take their monies due immediately. This happens every time I shop Walmart for curbside pickup. Convivence of shopping to their request should no tie my money up. My groceries should be rung up and finalized with a final bill on pickup with no holds above and beyond my total.And YES, YES make your customer service USA based, there is nothing worse and or frustrating than talking to a person in the Philippines, or India or any other third world country that Walmart employees and pays people that speak, understand or much less understand the English language... Walmart's goal to wear the customer out and give in, I guess. The American people gave the Walton family its billions and power but yet you sell us short.... Why...Why? Because you acted on the impulse to victimize .Date of experience:May 13, 2023",1
Erin Young,1review,US,2023-05-13T15:34:36.000Z,"Onn boomboxWe bought the Onn boombox on  5/7/23. It is very compact and takes both batteries, which we did not try, and a wall outlet. The sound is quite good and loud for the CD we were playing. We tried the radio at home, the reception is poor, but we have issues with cellphones here too, so it could be that. It would have been nice to have the ability to have preset channels for the radio, usually you get 5 or more. We did not try the bluetooth, so I will not comment on that.Date of experience:May 13, 2023",4
Todd Shinn,6reviews,US,2023-05-13T02:59:52.000Z,"i ordered food from walmart online for…i ordered food from walmart online for 38.52. on may 10.on may 8 walmart charged my card for 48.21. for what???we didn't sign up for their membership. and this isn't the first time this has happened eitherDate of experience:May 08, 2023",1
Kie,5reviews,US,2023-05-13T00:16:54.000Z,"By far the worst customer service everBy far the worst customer service ever. I’ve been a Walmart Plus member since 10/22. I moved recently and for the past three weeks; over TWELVE of my online orders have been canceled. Each cancellation resulted in me contacting customer service; being transferred numerous times; and being hung up on and no one has called me back. I’ve spoken to at least five managers; and each one has promised me that the issue is being escalated and should be resolved within 24-hours. I finally got so frustrated that I cancelled my account altogether and not ONE employee asked me why or tried to resolve me issue. I was told that I’ve used up half of my membership and they were unable to issue me a refund  I politely said okay and disconnected the call. I will NEVER visit another Walmart in my lifeDate of experience:May 12, 2023",1
Anthony Bobet,1review,US,2023-05-12T18:56:32.000Z,"On April 28On April 28, 2023, I made an order from Walmart.com The order # 2000110-5286692, description item, Dusty 3 pcs Trigger Finger Mallet Finger Brace with Adjustable fixing Belt Finger, Straightener for Straightening Broken Finger Arthritis pain fits index Middle Ring finger, And, also, I saved a $1.00. And, its taking some long. The total amount is $8.99. I payment method by credit card and I want my refund.I received 2pcs not 3 pcsDate of experience:May 11, 2023",1
Gary,1review,US,2023-05-12T15:51:19.000Z,"Noticed a price deception on line…Noticed a price deception on line (because a lot of items they sell are not in the store).   DVD wanted was 16 dollars in round numbers.  for some reason can not  order on line in the store?.   For me to order as a guest (want no seldom used & problematic memberships $$$),  it would cost me 24 dollars.  False ad to begin with.Date of experience:May 10, 2023",1
Ernest Atwood,2reviews,US,2023-05-12T14:58:07.000Z,"So let me just start by saying we order…So let me just start by saying we order all our food from Walmart they drop it off we sometimes have issues but it's not very common that part of it is okay. Although ordering food from them has been frustrating more than a few occasions. But I go there today to spend like 300 bucks I got chlorine a couple fishing poles some other stupid s*** and I get up there and my cart is fairly full I mean I probably got like 10 or 12 items. But I'm f****** tired man I go to work I worked outside on ladders all day yesterday I don't want to check myself out especially when I'm spending almost $300. So I'm not going back. I mean if your prices were a little more reasonable and you paid me like $10 to check myself out I might take that. But I'm not going to work my ass off all week and then go spend a s*** ton of money at your store and have to check myself out That's just not going to happen. And I hope people do steal a bunch of s*** from you that way to make up for all the money you're stealing from us. Yeah I'll be going online for all my s***. Or somewhere that has people that care about their customers. I own a painting company I get customer service and some customers are not quite as nice as others but I've always been a great customer. Will be good in our food from somewhere else as well. And anyone asked me for recommendation I am not sending them to Walmart unless they don't care to work for you guys while they're there.Date of experience:May 12, 2023",3
Tanya Vaughn Lux,3reviews,US,2023-05-12T14:36:46.000Z,"Walmart.com-HORRIBLEI purchased 2 dresses on Walmart.com, returned them on May 2 and as of today (10 days later) I have still yet to receive the items. The items were poor quality and Mis-sized. I will NOT place an order here again! HORRIBLEDate of experience:May 12, 2023",1
Dee Strohl,14reviews,US,2023-05-12T06:21:37.000Z,"Walmart punishes me for their mistakesSo far I think I’ve had two successful deliveries but I’ve tried to make several orders. Two orders somehow were lost in the system and the store was unable to be contacted. I had no choice but to cancel the orders, but this still counted as ‘returns’. So then when I tried to reorder these missing items, the orders were immediately cancelled because of my account being suspended for ‘return violations’. And even though I contacted customer service and thought I had gotten this resolved, every time they cancel another order it all adds up to more ‘returns’ on my end. So I had to use a different phone number and a different card to make any successful orders after that. Then, on a shipping order, I happened to notice that online it said order was attempted but unsuccessful. I don’t know what happened but I did not receive any text or calls and I was definitely home sitting near the front door. No one attempted to deliver anything. I also have a security camera on my front door that proves there was no one trying to deliver my package. There’s no updates and no more information about this order and when I contacted customer service they suggested that I cancel and reorder. I can only assume that this will cause the ‘return violations’ issue to reappear. Why does Walmart think it’s ok to punish their customers for THEIR mistakes?! How are they still able to do business like this?Date of experience:May 11, 2023",1
Rick C,1review,US,2023-05-11T19:51:08.000Z,"Walmart.com not taking my ordersI am using Walmart.com and my order keeps getting canceled due to ""suspicious activity"". I go through their verification process and the order keeps getting canceled. I contacted customer support and they say to wait 24 hours and re-order. I am a Walmart+ customer and am about to go back to Amazon because this is not acceptable and not the first time this happened.Date of experience:May 10, 2023",1
Aster C,9reviews,US,2023-05-11T18:56:19.000Z,"horrible online ordering…ordering from walmart online is horrible service; it clearly says you have so many minutes to add to order but the site holds you up so it doesnt add to existing order, so they can charge you 6.99 for below order min.Date of experience:May 11, 2023",1
Pattie Tyson,37K reviews,US,2023-05-11T01:08:05.000Z,"Too many problems with too many…Too many problems with too many shipments of too many items in too many ordersDate of experience:May 10, 2023",1
Nancy Harter,3.6K reviews,US,2023-05-10T23:44:11.000Z,"Walmarts Electronic DeptSome of the girls at Herkimer Walmart need to be fired,they were very rude, and snotty to me.They refused to put tracphone data on my phone so I did not buy the cards.It was apparent they didn'tl want to work they were standing around in electronics doing nothing ,when there were other employees who were kind and working very hard.Date of experience:May 10, 2023",2
FX TR,14K reviews,US,2023-05-10T15:47:58.000Z,"My favorite StoreAs usual, Walmart is a great store where I can get my money back if you am not happy with their products.I usually shop online at walmart.com, where I can get free delivery by buying a minimum over $35!! But as a member, I get $0 delivery fees!!Thank you very much Walmart for making my shopping experience great!Date of experience:May 06, 2023",5
Diane,22reviews,US,2023-05-08T19:04:16.000Z,"I will NEVER shop at another Walmart in…I will NEVER shop at another Walmart in this country again. I placed an order to be shipped and they flagged my card. Tried again and the same. So I called and the first person I talked to hung up on me. So I had to call back again. I was told to wait 3 hours to replace the order but that I had to make the exact same order again. I decided to order from Amazon instead. They don't flag my card for no reason then make demands when I call to have the problem fixed.Date of experience:May 02, 2023",1
Malissa Singleton,3reviews,US,2023-05-07T22:31:29.000Z,"I signed up for the free delivery and pick up.I signed up for the free delivery and pick-up.  To no avail, the bar continued to change so that the company could make more money.  1) when you shop for items, the shoppers are allowed to accept higher priced items unless you choose not to change the items. Fruits and Vegetables cost are higher than the advertised price. Walmart makes it tricky to replace or deny items to decrease the price, therefore be vigilant.  Try different methods of making option changes. If you use your cell phone or iPad,  change to a laptop to change items 2) be aware that even if you are signed up for the free delivery/pick-up program. They have added a minimum to each order.  If you are below the minimum order, they will charge an additional price IT IS NOT WORTH SIGNING UP FOR FOR FREE PICK UP/DELIVERY DUE TO THE NEW CHARGES.  3) Lastly,  be mindful that the Walmart website is set up to find the best match for the items you search for. They make it tricky to select the lowest to highest price items. Don't give up, this option icon changes from week to week to confuse the shopper.   This also helps the company to charge you to purchase higher-priced items.BE MINDFUL AND TAKE YOUR TIME!Date of experience:May 06, 2023",1
Kimberly Gainey,1review,US,2023-05-07T16:50:00.000Z,"Well I had purchased a vacuum online…Well I had purchased a vacuum online and it don’t work.I bought it on Jan 28th of 2023 but it want work.I don’t have the box so they want me to let fedx pick it up but I don’t want other one and get the same thing again so wanted my money back but they said they can not do that they want the vacuum back.It is. It my fault it broke so why should I have to go through all that.Date of experience:January 28, 2023",1
sophie kayakgurl,5reviews,US,2023-05-07T03:42:45.000Z,"WalMart.com is easy to use and I get…WalMart.com is easy to use and I get what I need. No problems. WalMart.com saves me so much time.Date of experience:May 05, 2023",5
George Renfroe,4reviews,US,2023-05-07T02:08:57.000Z,"Pick up service is horriblePick up service is horrible. Employees doing more talking to each other than actually working. I asked several times about my order and was told it will be out shortly. After waiting for 48 minutes and the only car left, I was told that my order was missing and they would have to pull it again. After that I told the employee to just cancel it and I left. This is not the first time I have had trouble with pickup. One time I had about 40 -50 items and they only provided 12 items and listed the rest of my items as not in stock. I called the manager and explained the situation to him and he pulled the missing items and he gave the items to me at no charge.Regretfully he is no longer at the Ponchatoula, LA Wal-Mart.  When I called the manager today he could care less. Seems like the standards for a manager have been reduced. Bad leadership leads to bad service from those being supervised and leads to ""I don't care attitude. I will be taking my Business to the Wal-Marts in Covington  and Hammond. Take some advice and save yourself from bad service. Read all the  reviews about pick-up service at the Ponchatoula Walmart!Date of experience:May 06, 2023",1
Jenelle McLean,1review,US,2023-05-06T21:32:46.000Z,"Walmart sucksOrdered a hoverboard through walmart.com and went to pick it up. Can't just go in and get my item anymore, have to wait in a numbered spot until someone brings it out. Eventually. Hopefully in time for my kids weddingDate of experience:May 06, 2023",1
zkling,2reviews,US,2023-05-06T18:24:25.000Z,"not very good :(Date of experience:May 04, 2023",3
Sue Ann Rivera,5reviews,US,2023-05-06T21:41:18.000Z,"Store # 00437 in Sealy Tx went in on…Store # 00437 in Sealy Tx went in on March 22 2023 and dropped off some disposable cameras and the associate told me to come back with in 3 to 4 weeks due to that they are disposable cameras so I waited so went to try and get my pics they removed the photo lab and told me they threw my pics away. So upset those pics where of my deceased daughter so now I don't have any more memories or her just what's in my heart. This make me angry. They could of call me. Never going back to this walmart. What nowDate of experience:March 21, 2023",1
